index,quote,tags
2173,"When I try, I fail",inspirational
2174,"You can fail at what you don't want, so you might as well take a chance on doing what you love.",inspirational
2175,A smooth sea never made a skilled sailor.,inspirational
2176,Mother is a verb. It's something you do. Not just who you are.,family;inspirational;parenting
2177,"To be deeply loved, means a willingness to cut yourself wide open, exposing your vulnerabilities... hopes, hurts, fears and flaws. Hiding behind the highlight reel of who you are, is the real you and that person is just as worthy of love. There is nothing more terrifying or fulfilling, than complete love, it's worth the risk... reach for it.",being-loved;being-yourself;inspirational;jaeda-dewalt;real-love;relationships;taking-risks;true-love
2178,"It is books that are a key to the wide world; if you can't do anything else, read all that you can.",inspirational
2179,"Were knowledge all, what were our nee",inspirational;love;philosophical;poetry
2180,"Do not fear the thorns in your path, for they draw only corrupt blood.",inspirational
2181,?? ??? ?? ????? ???? ??? ?????? ??????? ... ????? ???????? ?????,inspirational
2182,"Don't let anyone take care of you. Can you maybe leave that for me to do? I mean, take care of you? Feel free to take care of me in return... because I think I'll need you to do that.",inspirational;the-piper-s-son
2183,"To me, when someone wrongs you, you both share the burden of that wrongdoing - the pain of it weighs on both of you. Forgiveness, then, means choosing to bear the full weight all by yourself. Caleb's betrayal is something we both carry, and since he did it, all I've wanted is for him to take its weight away from me. I am not sure that I'm capable of shouldering it all myself - not sure that I am strong enough, or good enough.",inspirational
2184,Never follow the crowd.,inspirational
2185,If I look at the mass I will never act.,activism;apathy;genocide;helplessness;inspirational;power
2186,"How can you trust me, after what your own brother did to you?",damianos-of-akielos;inspirational;laurent-of-vere;trustworthy
2187,"I wish that all nations may recover and retain their independence; that those which are overgrown may not advance beyond safe measures of power, that a salutary balance may be ever maintained among nations, and that our peace, commerce, and friendship, may be sought and cultivated by all. It is our business to manufacture for ourselves whatever we can, to keep our markets open for what we can spare or want; and the less we have to do with the amities or enmities of Europe, the better. Not in our day, but at no distant one, we may shake a rod over the heads of all, which may make the stoutest of them tremble",inspirational;power
2188,"It is a serious thing to live in a society of possible gods and goddesses, to remember that the dullest most uninteresting person you can talk to may one day be a creature which,if you saw it now, you would be strongly tempted to worship, or else a horror and a corruption such as you now meet, if at all, only in a nightmare. All day long we are, in some degree helping each other to one or the other of these destinations. It is in the light of these overwhelming possibilities, it is with the awe and the circumspection proper to them, that we should conduct all of our dealings with one another, all friendships, all loves, all play, all politics. There are no ordinary people. You have never talked to a mere mortal. Nations, cultures, arts, civilizations - these are mortal, and their life is to ours as the life of a gnat. But it is immortals whom we joke with, work with, marry, snub, and exploit - immortal horrors or everlasting splendors.",inspirational
2189,"Do not become someone else just because you are hurt. Be who you are & smile, it may solve, all problems you have got.",huomor;inspirational;life;science
2190,The level of success you achieve will be in direct proportion to the depth of your commitment.,commitment;inspiration;inspirational;inspirational-attitude;inspirational-life;inspirational-quotes;inspire;inspiring;life;life-and-living;life-lessons;life-quotes;living;motivation;motivational;optimism;optimistic;positive;positive-affirmation;positive-life;positive-thinking;success
2191,There i,inspirational;tao-te-ching
2192,"We spend money that we do not have, on things we do not need, to impress people who do not care.",humor;inspirational
2193,"The whole summer lay ahead of us-time to rest, time to wait. And when the future comes-no matter what comes with it-I'll be smarter. I'll be stronger. I'll be ready.",inspirational
2194,it takes as much courage to have tried and failed as it does to have tried and succeded.,courage;inspirational;life
2195,I’d rather welcome change than cling to the past.,inspirational
2196,Four things to learn in life: To think clearly without hurry or confusion; To love everybody sincerely; To act in everything with the highest motives; To trust God unhesitatingly.,inspirational
